Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Hour,Day of week,Trip Completed
2043,Airport,155,Trip Completed,12-07-2016 14:30,12-07-2016 15:21,12-07-2016,14,Tuesday,TRUE
2796,Airport,155,Trip Completed,13-07-2016 04:49,13-07-2016 05:29,13-07-2016,4,Wednesday,TRUE
3945,City,155,Trip Completed,13-07-2016 22:33,13-07-2016 23:16,13-07-2016,22,Wednesday,TRUE
4196,City,155,Trip Completed,14-07-2016 05:29,14-07-2016 06:36,14-07-2016,5,Thursday,TRUE
5174,City,155,Trip Completed,14-07-2016 20:29,14-07-2016 21:24,14-07-2016,20,Thursday,TRUE
5480,City,155,Trip Completed,15-07-2016 04:51,15-07-2016 06:03,15-07-2016,4,Friday,TRUE
5883,Airport,155,Trip Completed,15-07-2016 09:39,15-07-2016 10:48,15-07-2016,9,Friday,TRUE
6013,Airport,155,Trip Completed,15-07-2016 12:26,15-07-2016 13:03,15-07-2016,12,Friday,TRUE
438,City,156,Trip Completed,11-07-2016 09:05,11-07-2016 10:14,11-07-2016,9,Monday,TRUE
636,City,156,Trip Completed,11-07-2016 12:25,11-07-2016 13:09,11-07-2016,12,Monday,TRUE
1938,Airport,156,Trip Completed,12-07-2016 11:21,12-07-2016 12:03,12-07-2016,11,Tuesday,TRUE
2129,Airport,156,Trip Completed,12-07-2016 17:06,12-07-2016 18:18,12-07-2016,17,Tuesday,TRUE
3337,Airport,156,Trip Completed,13-07-2016 12:42,13-07-2016 13:50,13-07-2016,12,Wednesday,TRUE
3472,City,156,Trip Completed,13-07-2016 17:16,13-07-2016 18:06,13-07-2016,17,Wednesday,TRUE
3991,City,156,Trip Completed,13-07-2016 23:24,14-07-2016 00:06,13-07-2016,23,Wednesday,TRUE
4221,Airport,156,Trip Completed,14-07-2016 05:46,14-07-2016 06:35,14-07-2016,5,Thursday,TRUE
5719,Airport,156,Trip Completed,15-07-2016 07:45,15-07-2016 08:21,15-07-2016,7,Friday,TRUE
143,Airport,157,Trip Completed,11-07-2016 05:24,11-07-2016 06:01,11-07-2016,5,Monday,TRUE
784,City,157,Trip Completed,11-07-2016 16:50,11-07-2016 17:23,11-07-2016,16,Monday,TRUE
1020,Airport,157,Trip Completed,11-07-2016 19:17,11-07-2016 20:08,11-07-2016,19,Monday,TRUE
2934,City,157,Trip Completed,13-07-2016 06:28,13-07-2016 07:10,13-07-2016,6,Wednesday,TRUE
4073,City,157,Trip Completed,14-07-2016 02:10,14-07-2016 02:54,14-07-2016,2,Thursday,TRUE
4751,City,157,Trip Completed,14-07-2016 15:18,14-07-2016 16:12,14-07-2016,15,Thursday,TRUE
5275,City,157,Trip Completed,14-07-2016 21:38,14-07-2016 22:21,14-07-2016,21,Thursday,TRUE
1262,Airport,158,Trip Completed,11-07-2016 22:00,11-07-2016 23:04,11-07-2016,22,Monday,TRUE
1600,City,158,Trip Completed,12-07-2016 06:39,12-07-2016 07:13,12-07-2016,6,Tuesday,TRUE
2016,City,158,Trip Completed,12-07-2016 13:34,12-07-2016 14:36,12-07-2016,13,Tuesday,TRUE
2370,Airport,158,Trip Completed,12-07-2016 19:37,12-07-2016 20:11,12-07-2016,19,Tuesday,TRUE
3192,Airport,158,Trip Completed,13-07-2016 09:32,13-07-2016 10:42,13-07-2016,9,Wednesday,TRUE
3367,Airport,158,Trip Completed,13-07-2016 13:51,13-07-2016 14:29,13-07-2016,13,Wednesday,TRUE
3952,City,158,Trip Completed,13-07-2016 22:45,13-07-2016 23:41,13-07-2016,22,Wednesday,TRUE
4517,Airport,158,Trip Completed,14-07-2016 09:22,14-07-2016 10:04,14-07-2016,9,Thursday,TRUE
4944,City,158,Trip Completed,14-07-2016 18:33,14-07-2016 19:04,14-07-2016,18,Thursday,TRUE
6037,Airport,158,Trip Completed,15-07-2016 13:03,15-07-2016 14:01,15-07-2016,13,Friday,TRUE
6385,Airport,158,Trip Completed,15-07-2016 19:19,15-07-2016 20:21,15-07-2016,19,Friday,TRUE
398,City,159,Trip Completed,11-07-2016 08:26,11-07-2016 09:32,11-07-2016,8,Monday,TRUE
2163,Airport,159,Trip Completed,12-07-2016 17:30,12-07-2016 18:07,12-07-2016,17,Tuesday,TRUE
3985,Airport,159,Trip Completed,13-07-2016 23:15,14-07-2016 00:33,13-07-2016,23,Wednesday,TRUE
4780,City,159,Trip Completed,14-07-2016 16:29,14-07-2016 16:58,14-07-2016,16,Thursday,TRUE
5453,City,159,Trip Completed,15-07-2016 03:38,15-07-2016 04:28,15-07-2016,3,Friday,TRUE
5807,City,159,Trip Completed,15-07-2016 08:41,15-07-2016 09:11,15-07-2016,8,Friday,TRUE
6074,Airport,159,Trip Completed,15-07-2016 14:07,15-07-2016 14:56,15-07-2016,14,Friday,TRUE
6651,City,159,Trip Completed,15-07-2016 22:06,15-07-2016 22:46,15-07-2016,22,Friday,TRUE
223,Airport,16-Jan,Trip Completed,11-07-2016 06:13,11-07-2016 07:05,11-07-2016,6,Monday,TRUE
680,City,16-Jan,Trip Completed,11-07-2016 13:30,11-07-2016 14:38,11-07-2016,13,Monday,TRUE
887,Airport,16-Jan,Trip Completed,11-07-2016 18:10,11-07-2016 18:47,11-07-2016,18,Monday,TRUE
1689,Airport,16-Jan,Trip Completed,12-07-2016 07:51,12-07-2016 08:32,12-07-2016,7,Tuesday,TRUE
1939,City,16-Jan,Trip Completed,12-07-2016 11:18,12-07-2016 11:54,12-07-2016,11,Tuesday,TRUE
2182,City,16-Jan,Trip Completed,12-07-2016 17:42,12-07-2016 18:30,12-07-2016,17,Tuesday,TRUE
3223,Airport,16-Jan,Trip Completed,13-07-2016 09:48,13-07-2016 10:31,13-07-2016,9,Wednesday,TRUE
3819,Airport,16-Jan,Trip Completed,13-07-2016 21:08,13-07-2016 21:48,13-07-2016,21,Wednesday,TRUE
4823,Airport,16-Jan,Trip Completed,14-07-2016 17:22,14-07-2016 18:38,14-07-2016,17,Thursday,TRUE
5431,Airport,16-Jan,Trip Completed,15-07-2016 02:38,15-07-2016 03:23,15-07-2016,2,Friday,TRUE
6353,Airport,16-Jan,Trip Completed,15-07-2016 18:57,15-07-2016 19:27,15-07-2016,18,Friday,TRUE
163,City,161,Trip Completed,11-07-2016 05:35,11-07-2016 06:49,11-07-2016,5,Monday,TRUE
706,Airport,161,Trip Completed,11-07-2016 14:12,11-07-2016 15:27,11-07-2016,14,Monday,TRUE
1214,Airport,161,Trip Completed,11-07-2016 21:30,11-07-2016 21:57,11-07-2016,21,Monday,TRUE
1399,City,161,Trip Completed,12-07-2016 02:35,12-07-2016 03:42,12-07-2016,2,Tuesday,TRUE
1574,Airport,161,Trip Completed,12-07-2016 06:26,12-07-2016 07:15,12-07-2016,6,Tuesday,TRUE
1870,City,161,Trip Completed,12-07-2016 10:01,12-07-2016 10:42,12-07-2016,10,Tuesday,TRUE
2267,Airport,161,Trip Completed,12-07-2016 18:33,12-07-2016 19:36,12-07-2016,18,Tuesday,TRUE
2658,Airport,161,Trip Completed,12-07-2016 23:18,13-07-2016 00:03,12-07-2016,23,Tuesday,TRUE
3048,Airport,161,Trip Completed,13-07-2016 07:41,13-07-2016 08:14,13-07-2016,7,Wednesday,TRUE
3301,Airport,161,Trip Completed,13-07-2016 11:41,13-07-2016 12:28,13-07-2016,11,Wednesday,TRUE
3477,City,161,Trip Completed,13-07-2016 17:18,13-07-2016 18:09,13-07-2016,17,Wednesday,TRUE
4371,City,161,Trip Completed,14-07-2016 07:34,14-07-2016 08:24,14-07-2016,7,Thursday,TRUE
445,City,162,Trip Completed,11-07-2016 09:06,11-07-2016 10:05,11-07-2016,9,Monday,TRUE
1100,Airport,162,Trip Completed,11-07-2016 20:10,11-07-2016 20:52,11-07-2016,20,Monday,TRUE
1961,City,162,Trip Completed,12-07-2016 11:53,12-07-2016 12:27,12-07-2016,11,Tuesday,TRUE
3215,Airport,162,Trip Completed,13-07-2016 09:49,13-07-2016 10:57,13-07-2016,9,Wednesday,TRUE
3997,Airport,162,Trip Completed,13-07-2016 23:36,14-07-2016 00:22,13-07-2016,23,Wednesday,TRUE
4385,City,162,Trip Completed,14-07-2016 07:51,14-07-2016 08:24,14-07-2016,7,Thursday,TRUE
4736,City,162,Trip Completed,14-07-2016 14:31,14-07-2016 15:50,14-07-2016,14,Thursday,TRUE
5291,Airport,162,Trip Completed,14-07-2016 21:48,14-07-2016 22:45,14-07-2016,21,Thursday,TRUE
5350,City,162,Trip Completed,14-07-2016 22:52,14-07-2016 23:42,14-07-2016,22,Thursday,TRUE
5768,City,162,Trip Completed,15-07-2016 08:27,15-07-2016 09:30,15-07-2016,8,Friday,TRUE
675,City,163,Trip Completed,11-07-2016 13:24,11-07-2016 13:55,11-07-2016,13,Monday,TRUE
1996,Airport,163,Trip Completed,12-07-2016 12:57,12-07-2016 14:06,12-07-2016,12,Tuesday,TRUE
2510,City,163,Trip Completed,12-07-2016 21:01,12-07-2016 21:50,12-07-2016,21,Tuesday,TRUE
3969,Airport,163,Trip Completed,13-07-2016 22:58,13-07-2016 23:58,13-07-2016,22,Wednesday,TRUE
4397,City,163,Trip Completed,14-07-2016 07:56,14-07-2016 08:57,14-07-2016,7,Thursday,TRUE
5326,City,163,Trip Completed,14-07-2016 22:09,14-07-2016 23:13,14-07-2016,22,Thursday,TRUE
5987,City,163,Trip Completed,15-07-2016 11:42,15-07-2016 12:49,15-07-2016,11,Friday,TRUE
6152,Airport,163,Trip Completed,15-07-2016 16:15,15-07-2016 17:16,15-07-2016,16,Friday,TRUE
6317,City,163,Trip Completed,15-07-2016 18:35,15-07-2016 19:05,15-07-2016,18,Friday,TRUE
602,City,164,Trip Completed,11-07-2016 11:38,11-07-2016 12:57,11-07-2016,11,Monday,TRUE
981,City,164,Trip Completed,11-07-2016 19:01,11-07-2016 19:39,11-07-2016,19,Monday,TRUE
1317,Airport,164,Trip Completed,11-07-2016 22:57,11-07-2016 23:52,11-07-2016,22,Monday,TRUE
2112,Airport,164,Trip Completed,12-07-2016 16:32,12-07-2016 17:03,12-07-2016,16,Tuesday,TRUE
2365,City,164,Trip Completed,12-07-2016 19:34,12-07-2016 20:12,12-07-2016,19,Tuesday,TRUE
2849,City,164,Trip Completed,13-07-2016 05:29,13-07-2016 06:34,13-07-2016,5,Wednesday,TRUE
4573,City,164,Trip Completed,14-07-2016 09:47,14-07-2016 10:47,14-07-2016,9,Thursday,TRUE
5095,City,164,Trip Completed,14-07-2016 19:48,14-07-2016 20:55,14-07-2016,19,Thursday,TRUE
741,Airport,165,Trip Completed,11-07-2016 15:39,11-07-2016 16:27,11-07-2016,15,Monday,TRUE
1873,City,165,Trip Completed,12-07-2016 09:59,12-07-2016 10:44,12-07-2016,9,Tuesday,TRUE
2134,Airport,165,Trip Completed,12-07-2016 17:14,12-07-2016 17:44,12-07-2016,17,Tuesday,TRUE
3461,Airport,165,Trip Completed,13-07-2016 17:04,13-07-2016 18:07,13-07-2016,17,Wednesday,TRUE
3711,Airport,165,Trip Completed,13-07-2016 19:47,13-07-2016 20:46,13-07-2016,19,Wednesday,TRUE
5001,Airport,165,Trip Completed,14-07-2016 18:59,14-07-2016 19:35,14-07-2016,18,Thursday,TRUE
248,City,166,Trip Completed,11-07-2016 06:38,11-07-2016 07:45,11-07-2016,6,Monday,TRUE
1321,Airport,166,Trip Completed,11-07-2016 23:01,12-07-2016 00:05,11-07-2016,23,Monday,TRUE
1997,City,166,Trip Completed,12-07-2016 13:02,12-07-2016 13:57,12-07-2016,13,Tuesday,TRUE
2544,City,166,Trip Completed,12-07-2016 21:22,12-07-2016 21:51,12-07-2016,21,Tuesday,TRUE
3863,City,166,Trip Completed,13-07-2016 21:44,13-07-2016 22:50,13-07-2016,21,Wednesday,TRUE
4336,City,166,Trip Completed,14-07-2016 07:14,14-07-2016 08:34,14-07-2016,7,Thursday,TRUE
4754,City,166,Trip Completed,14-07-2016 15:24,14-07-2016 16:18,14-07-2016,15,Thursday,TRUE
6620,City,166,Trip Completed,15-07-2016 21:48,15-07-2016 22:36,15-07-2016,21,Friday,TRUE
500,Airport,167,Trip Completed,11-07-2016 09:38,11-07-2016 10:12,11-07-2016,9,Monday,TRUE
1518,City,167,Trip Completed,12-07-2016 05:50,12-07-2016 06:38,12-07-2016,5,Tuesday,TRUE
3082,City,167,Trip Completed,13-07-2016 08:10,13-07-2016 08:50,13-07-2016,8,Wednesday,TRUE
3478,Airport,167,Trip Completed,13-07-2016 17:19,13-07-2016 17:53,13-07-2016,17,Wednesday,TRUE
4539,City,167,Trip Completed,14-07-2016 09:35,14-07-2016 10:46,14-07-2016,9,Thursday,TRUE
4791,City,167,Trip Completed,14-07-2016 16:43,14-07-2016 17:32,14-07-2016,16,Thursday,TRUE
5263,City,167,Trip Completed,14-07-2016 21:30,14-07-2016 21:59,14-07-2016,21,Thursday,TRUE
1679,City,168,Trip Completed,12-07-2016 07:46,12-07-2016 08:24,12-07-2016,7,Tuesday,TRUE
2276,Airport,168,Trip Completed,12-07-2016 18:38,12-07-2016 19:46,12-07-2016,18,Tuesday,TRUE
2747,Airport,168,Trip Completed,13-07-2016 03:17,13-07-2016 03:54,13-07-2016,3,Wednesday,TRUE
3370,City,168,Trip Completed,13-07-2016 13:56,13-07-2016 14:56,13-07-2016,13,Wednesday,TRUE
3741,Airport,168,Trip Completed,13-07-2016 20:14,13-07-2016 21:21,13-07-2016,20,Wednesday,TRUE
4266,Airport,168,Trip Completed,14-07-2016 06:10,14-07-2016 06:56,14-07-2016,6,Thursday,TRUE
5596,City,168,Trip Completed,15-07-2016 06:08,15-07-2016 06:51,15-07-2016,6,Friday,TRUE
5961,Airport,168,Trip Completed,15-07-2016 10:55,15-07-2016 11:54,15-07-2016,10,Friday,TRUE
6418,City,168,Trip Completed,15-07-2016 19:45,15-07-2016 20:22,15-07-2016,19,Friday,TRUE
759,City,169,Trip Completed,11-07-2016 16:16,11-07-2016 16:47,11-07-2016,16,Monday,TRUE
2524,Airport,169,Trip Completed,12-07-2016 21:09,12-07-2016 21:55,12-07-2016,21,Tuesday,TRUE
2769,Airport,169,Trip Completed,13-07-2016 04:13,13-07-2016 05:06,13-07-2016,4,Wednesday,TRUE
5071,Airport,169,Trip Completed,14-07-2016 19:30,14-07-2016 20:17,14-07-2016,19,Thursday,TRUE
5287,City,169,Trip Completed,14-07-2016 21:46,14-07-2016 22:35,14-07-2016,21,Thursday,TRUE
33,Airport,17-Jan,Trip Completed,11-07-2016 02:17,11-07-2016 03:31,11-07-2016,2,Monday,TRUE
2692,City,17-Jan,Trip Completed,13-07-2016 00:42,13-07-2016 01:40,13-07-2016,0,Wednesday,TRUE
2835,City,17-Jan,Trip Completed,13-07-2016 05:19,13-07-2016 06:24,13-07-2016,5,Wednesday,TRUE
3122,Airport,17-Jan,Trip Completed,13-07-2016 08:37,13-07-2016 09:13,13-07-2016,8,Wednesday,TRUE
3465,City,17-Jan,Trip Completed,13-07-2016 17:12,13-07-2016 18:03,13-07-2016,17,Wednesday,TRUE
3857,City,17-Jan,Trip Completed,13-07-2016 21:34,13-07-2016 22:46,13-07-2016,21,Wednesday,TRUE
4343,Airport,17-Jan,Trip Completed,14-07-2016 07:17,14-07-2016 08:07,14-07-2016,7,Thursday,TRUE
4417,City,17-Jan,Trip Completed,14-07-2016 08:13,14-07-2016 09:07,14-07-2016,8,Thursday,TRUE
5756,City,17-Jan,Trip Completed,15-07-2016 08:03,15-07-2016 08:51,15-07-2016,8,Friday,TRUE
5907,Airport,17-Jan,Trip Completed,15-07-2016 09:56,15-07-2016 11:04,15-07-2016,9,Friday,TRUE
699,Airport,171,Trip Completed,11-07-2016 14:02,11-07-2016 15:02,11-07-2016,14,Monday,TRUE
821,City,171,Trip Completed,11-07-2016 17:34,11-07-2016 17:57,11-07-2016,17,Monday,TRUE
2085,City,171,Trip Completed,12-07-2016 15:41,12-07-2016 16:27,12-07-2016,15,Tuesday,TRUE
2346,Airport,171,Trip Completed,12-07-2016 19:17,12-07-2016 20:04,12-07-2016,19,Tuesday,TRUE
2704,City,171,Trip Completed,13-07-2016 01:12,13-07-2016 01:58,13-07-2016,1,Wednesday,TRUE
2901,Airport,171,Trip Completed,13-07-2016 06:04,13-07-2016 07:17,13-07-2016,6,Wednesday,TRUE
3475,City,171,Trip Completed,13-07-2016 17:19,13-07-2016 17:55,13-07-2016,17,Wednesday,TRUE
3743,Airport,171,Trip Completed,13-07-2016 20:19,13-07-2016 21:10,13-07-2016,20,Wednesday,TRUE
5209,Airport,171,Trip Completed,14-07-2016 20:58,14-07-2016 21:59,14-07-2016,20,Thursday,TRUE
6674,Airport,171,Trip Completed,15-07-2016 22:25,15-07-2016 23:08,15-07-2016,22,Friday,TRUE
714,City,172,Trip Completed,11-07-2016 14:28,11-07-2016 15:34,11-07-2016,14,Monday,TRUE
792,Airport,172,Trip Completed,11-07-2016 17:01,11-07-2016 17:44,11-07-2016,17,Monday,TRUE
1341,Airport,172,Trip Completed,11-07-2016 23:26,12-07-2016 00:06,11-07-2016,23,Monday,TRUE
1745,City,172,Trip Completed,12-07-2016 08:22,12-07-2016 09:13,12-07-2016,8,Tuesday,TRUE
1971,City,172,Trip Completed,12-07-2016 12:08,12-07-2016 13:25,12-07-2016,12,Tuesday,TRUE
2632,City,172,Trip Completed,12-07-2016 22:19,12-07-2016 23:21,12-07-2016,22,Tuesday,TRUE
2935,City,172,Trip Completed,13-07-2016 06:30,13-07-2016 07:01,13-07-2016,6,Wednesday,TRUE
3142,Airport,172,Trip Completed,13-07-2016 08:50,13-07-2016 09:59,13-07-2016,8,Wednesday,TRUE
4516,City,172,Trip Completed,14-07-2016 09:11,14-07-2016 09:57,14-07-2016,9,Thursday,TRUE
4605,Airport,172,Trip Completed,14-07-2016 10:14,14-07-2016 11:25,14-07-2016,10,Thursday,TRUE
5936,Airport,172,Trip Completed,15-07-2016 10:17,15-07-2016 11:04,15-07-2016,10,Friday,TRUE
6621,City,172,Trip Completed,15-07-2016 21:49,15-07-2016 22:30,15-07-2016,21,Friday,TRUE
752,Airport,173,Trip Completed,11-07-2016 16:03,11-07-2016 17:08,11-07-2016,16,Monday,TRUE
1336,City,173,Trip Completed,11-07-2016 23:17,11-07-2016 23:52,11-07-2016,23,Monday,TRUE
1836,Airport,173,Trip Completed,12-07-2016 09:37,12-07-2016 10:19,12-07-2016,9,Tuesday,TRUE
2447,Airport,173,Trip Completed,12-07-2016 20:24,12-07-2016 21:36,12-07-2016,20,Tuesday,TRUE
3517,Airport,173,Trip Completed,13-07-2016 17:46,13-07-2016 18:35,13-07-2016,17,Wednesday,TRUE
3831,Airport,173,Trip Completed,13-07-2016 21:16,13-07-2016 22:16,13-07-2016,21,Wednesday,TRUE
4136,City,173,Trip Completed,14-07-2016 04:46,14-07-2016 05:21,14-07-2016,4,Thursday,TRUE
4700,Airport,173,Trip Completed,14-07-2016 13:08,14-07-2016 13:54,14-07-2016,13,Thursday,TRUE
5484,City,173,Trip Completed,15-07-2016 04:54,15-07-2016 05:47,15-07-2016,4,Friday,TRUE
5900,City,173,Trip Completed,15-07-2016 09:53,15-07-2016 10:44,15-07-2016,9,Friday,TRUE
6634,Airport,173,Trip Completed,15-07-2016 22:03,15-07-2016 22:44,15-07-2016,22,Friday,TRUE
426,City,174,Trip Completed,11-07-2016 08:48,11-07-2016 09:53,11-07-2016,8,Monday,TRUE
1320,City,174,Trip Completed,11-07-2016 22:52,12-07-2016 00:06,11-07-2016,22,Monday,TRUE
1588,City,174,Trip Completed,12-07-2016 06:32,12-07-2016 07:19,12-07-2016,6,Tuesday,TRUE
2375,Airport,174,Trip Completed,12-07-2016 19:38,12-07-2016 20:38,12-07-2016,19,Tuesday,TRUE
4411,Airport,174,Trip Completed,14-07-2016 08:09,14-07-2016 08:52,14-07-2016,8,Thursday,TRUE
4769,Airport,174,Trip Completed,14-07-2016 15:42,14-07-2016 16:41,14-07-2016,15,Thursday,TRUE
5149,City,174,Trip Completed,14-07-2016 20:27,14-07-2016 21:26,14-07-2016,20,Thursday,TRUE
5659,City,174,Trip Completed,15-07-2016 07:03,15-07-2016 08:08,15-07-2016,7,Friday,TRUE
545,City,175,Trip Completed,11-07-2016 10:06,11-07-2016 10:42,11-07-2016,10,Monday,TRUE
778,City,175,Trip Completed,11-07-2016 16:39,11-07-2016 17:18,11-07-2016,16,Monday,TRUE
1289,City,175,Trip Completed,11-07-2016 22:26,11-07-2016 22:55,11-07-2016,22,Monday,TRUE
1654,Airport,175,Trip Completed,12-07-2016 07:23,12-07-2016 08:06,12-07-2016,7,Tuesday,TRUE
1945,Airport,175,Trip Completed,12-07-2016 11:33,12-07-2016 12:44,12-07-2016,11,Tuesday,TRUE
2460,City,175,Trip Completed,12-07-2016 20:29,12-07-2016 21:40,12-07-2016,20,Tuesday,TRUE
2877,Airport,175,Trip Completed,13-07-2016 05:49,13-07-2016 07:03,13-07-2016,5,Wednesday,TRUE
3264,City,175,Trip Completed,13-07-2016 10:21,13-07-2016 11:31,13-07-2016,10,Wednesday,TRUE
3927,City,175,Trip Completed,13-07-2016 22:22,13-07-2016 23:21,13-07-2016,22,Wednesday,TRUE
5774,City,175,Trip Completed,15-07-2016 08:29,15-07-2016 09:22,15-07-2016,8,Friday,TRUE
923,City,176,Trip Completed,11-07-2016 18:26,11-07-2016 19:37,11-07-2016,18,Monday,TRUE
1439,City,176,Trip Completed,12-07-2016 04:45,12-07-2016 05:19,12-07-2016,4,Tuesday,TRUE
2130,City,176,Trip Completed,12-07-2016 17:04,12-07-2016 17:46,12-07-2016,17,Tuesday,TRUE
2797,City,176,Trip Completed,13-07-2016 04:53,13-07-2016 06:07,13-07-2016,4,Wednesday,TRUE
3135,Airport,176,Trip Completed,13-07-2016 08:48,13-07-2016 09:21,13-07-2016,8,Wednesday,TRUE
3525,Airport,176,Trip Completed,13-07-2016 17:48,13-07-2016 18:50,13-07-2016,17,Wednesday,TRUE
3925,Airport,176,Trip Completed,13-07-2016 22:26,13-07-2016 23:25,13-07-2016,22,Wednesday,TRUE
4087,City,176,Trip Completed,14-07-2016 02:52,14-07-2016 03:57,14-07-2016,2,Thursday,TRUE
4706,City,176,Trip Completed,14-07-2016 13:14,14-07-2016 14:00,14-07-2016,13,Thursday,TRUE
5448,Airport,176,Trip Completed,15-07-2016 03:22,15-07-2016 04:27,15-07-2016,3,Friday,TRUE
5645,City,176,Trip Completed,15-07-2016 06:51,15-07-2016 07:35,15-07-2016,6,Friday,TRUE
5862,City,176,Trip Completed,15-07-2016 09:19,15-07-2016 09:56,15-07-2016,9,Friday,TRUE
6079,Airport,176,Trip Completed,15-07-2016 14:21,15-07-2016 15:07,15-07-2016,14,Friday,TRUE
6648,Airport,176,Trip Completed,15-07-2016 22:04,15-07-2016 23:14,15-07-2016,22,Friday,TRUE
863,City,177,Trip Completed,11-07-2016 17:55,11-07-2016 18:43,11-07-2016,17,Monday,TRUE
1324,City,177,Trip Completed,11-07-2016 22:59,12-07-2016 00:05,11-07-2016,22,Monday,TRUE
1666,City,177,Trip Completed,12-07-2016 07:37,12-07-2016 08:49,12-07-2016,7,Tuesday,TRUE
1797,Airport,177,Trip Completed,12-07-2016 09:15,12-07-2016 09:41,12-07-2016,9,Tuesday,TRUE
2279,Airport,177,Trip Completed,12-07-2016 18:38,12-07-2016 19:26,12-07-2016,18,Tuesday,TRUE
2997,City,177,Trip Completed,13-07-2016 07:10,13-07-2016 07:49,13-07-2016,7,Wednesday,TRUE
3343,Airport,177,Trip Completed,13-07-2016 12:57,13-07-2016 13:42,13-07-2016,12,Wednesday,TRUE
3625,Airport,177,Trip Completed,13-07-2016 18:57,13-07-2016 20:01,13-07-2016,18,Wednesday,TRUE
4310,City,177,Trip Completed,14-07-2016 06:48,14-07-2016 07:42,14-07-2016,6,Thursday,TRUE
4750,Airport,177,Trip Completed,14-07-2016 15:09,14-07-2016 16:20,14-07-2016,15,Thursday,TRUE
5185,Airport,177,Trip Completed,14-07-2016 20:35,14-07-2016 21:49,14-07-2016,20,Thursday,TRUE
5978,Airport,177,Trip Completed,15-07-2016 11:27,15-07-2016 12:10,15-07-2016,11,Friday,TRUE
6073,City,177,Trip Completed,15-07-2016 14:02,15-07-2016 14:50,15-07-2016,14,Friday,TRUE
455,City,178,Trip Completed,11-07-2016 09:17,11-07-2016 10:12,11-07-2016,9,Monday,TRUE
651,Airport,178,Trip Completed,11-07-2016 12:45,11-07-2016 13:25,11-07-2016,12,Monday,TRUE
742,City,178,Trip Completed,11-07-2016 15:38,11-07-2016 16:25,11-07-2016,15,Monday,TRUE
828,Airport,178,Trip Completed,11-07-2016 17:35,11-07-2016 18:07,11-07-2016,17,Monday,TRUE
1701,City,178,Trip Completed,12-07-2016 07:58,12-07-2016 08:47,12-07-2016,7,Tuesday,TRUE
1985,City,178,Trip Completed,12-07-2016 12:24,12-07-2016 13:29,12-07-2016,12,Tuesday,TRUE
2277,City,178,Trip Completed,12-07-2016 18:39,12-07-2016 19:34,12-07-2016,18,Tuesday,TRUE
3108,Airport,178,Trip Completed,13-07-2016 08:25,13-07-2016 09:35,13-07-2016,8,Wednesday,TRUE
3880,Airport,178,Trip Completed,13-07-2016 21:54,13-07-2016 22:35,13-07-2016,21,Wednesday,TRUE
4252,City,178,Trip Completed,14-07-2016 06:05,14-07-2016 06:46,14-07-2016,6,Thursday,TRUE
4646,Airport,178,Trip Completed,14-07-2016 11:49,14-07-2016 12:55,14-07-2016,11,Thursday,TRUE
5560,Airport,178,Trip Completed,15-07-2016 05:35,15-07-2016 06:19,15-07-2016,5,Friday,TRUE
483,City,179,Trip Completed,11-07-2016 09:26,11-07-2016 10:04,11-07-2016,9,Monday,TRUE
628,Airport,179,Trip Completed,11-07-2016 12:19,11-07-2016 13:00,11-07-2016,12,Monday,TRUE
2285,City,179,Trip Completed,12-07-2016 18:34,12-07-2016 19:14,12-07-2016,18,Tuesday,TRUE
4024,Airport,179,Trip Completed,13-07-2016 00:06,13-07-2016 00:42,13-07-2016,0,Wednesday,TRUE
2952,City,179,Trip Completed,13-07-2016 06:39,13-07-2016 07:56,13-07-2016,6,Wednesday,TRUE
4631,Airport,179,Trip Completed,14-07-2016 11:16,14-07-2016 12:24,14-07-2016,11,Thursday,TRUE
5200,Airport,179,Trip Completed,14-07-2016 20:48,14-07-2016 21:38,14-07-2016,20,Thursday,TRUE
5711,City,179,Trip Completed,15-07-2016 07:40,15-07-2016 08:33,15-07-2016,7,Friday,TRUE
6399,Airport,179,Trip Completed,15-07-2016 19:24,15-07-2016 20:01,15-07-2016,19,Friday,TRUE
6453,City,179,Trip Completed,15-07-2016 20:06,15-07-2016 21:02,15-07-2016,20,Friday,TRUE
788,City,18-Jan,Trip Completed,11-07-2016 16:53,11-07-2016 17:54,11-07-2016,16,Monday,TRUE
1550,Airport,18-Jan,Trip Completed,12-07-2016 06:08,12-07-2016 07:14,12-07-2016,6,Tuesday,TRUE
2069,Airport,18-Jan,Trip Completed,12-07-2016 15:20,12-07-2016 15:55,12-07-2016,15,Tuesday,TRUE
2593,City,18-Jan,Trip Completed,12-07-2016 21:43,12-07-2016 22:35,12-07-2016,21,Tuesday,TRUE
2943,City,18-Jan,Trip Completed,13-07-2016 06:41,13-07-2016 07:15,13-07-2016,6,Wednesday,TRUE
3649,City,18-Jan,Trip Completed,13-07-2016 19:11,13-07-2016 20:21,13-07-2016,19,Wednesday,TRUE
3942,Airport,18-Jan,Trip Completed,13-07-2016 22:36,13-07-2016 23:42,13-07-2016,22,Wednesday,TRUE
5512,Airport,18-Jan,Trip Completed,15-07-2016 05:10,15-07-2016 05:42,15-07-2016,5,Friday,TRUE
5752,City,18-Jan,Trip Completed,15-07-2016 08:02,15-07-2016 09:09,15-07-2016,8,Friday,TRUE
